id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Gate location,Food and drink,Online boarding,Cleanliness,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Departure/Arrival time convenient,Arrival Delay in Minutes,Departure Delay in Minutes
49825,Female,Loyal Customer,55,Business travel,Eco,86,1,2,2,1,3,4,3,2,2,1,2,1,2,2,34,26
49832,Male,Loyal Customer,51,Business travel,Eco,86,4,4,4,4,4,4,4,4,4,2,1,2,3,4,1,14
49842,Male,Loyal Customer,52,Business travel,Eco,86,1,5,5,2,1,2,2,2,2,5,3,4,3,5,112,117
49845,Female,Loyal Customer,48,Business travel,Eco,89,2,2,2,4,3,1,3,1,1,2,1,4,1,2,20,0
49859,Male,disloyal Customer,27,Business travel,Eco,89,3,3,3,4,3,4,4,4,2,5,1,4,1,3,84,81
49862,Male,Loyal Customer,41,Business travel,Eco,56,5,2,2,5,5,5,5,5,3,1,4,2,3,2,0,0
49865,Female,disloyal Customer,23,Business travel,Eco,89,0,0,3,3,0,3,3,3,2,2,1,5,3,0,4,8
49866,Male,disloyal Customer,30,Business travel,Eco,86,2,2,4,5,2,5,5,5,2,1,3,2,4,2,0,0
49873,Male,disloyal Customer,25,Business travel,Eco,78,2,2,3,5,2,5,5,5,4,4,3,4,4,0,4,12
49880,Male,Loyal Customer,53,Business travel,Eco,89,4,4,4,4,4,4,4,4,4,3,3,2,4,4,0,0
49884,Male,disloyal Customer,19,Business travel,Eco,78,3,3,3,1,3,1,1,1,2,2,3,4,4,4,25,28
49890,Female,Loyal Customer,43,Business travel,Business,89,0,0,3,1,3,1,5,3,3,3,3,2,3,4,0,0
49893,Female,Loyal Customer,30,Business travel,Eco,77,1,3,3,1,1,1,1,1,2,5,3,1,3,4,0,0
49906,Male,Loyal Customer,41,Business travel,Eco,86,4,4,4,4,4,4,4,4,2,2,1,4,2,4,9,2
49914,Female,Loyal Customer,36,Business travel,Eco,77,4,3,3,4,4,4,4,4,1,5,2,2,4,3,0,0
49920,Male,disloyal Customer,54,Business travel,Eco,77,4,4,1,5,4,5,5,5,5,4,5,2,5,0,0,0
49924,Male,disloyal Customer,41,Business travel,Eco,86,2,2,4,1,2,1,5,1,2,2,4,1,4,4,0,0
49930,Male,disloyal Customer,22,Business travel,Eco,89,3,3,3,1,3,1,1,1,5,2,3,2,5,3,0,0
49931,Male,disloyal Customer,44,Business travel,Eco,77,0,0,2,5,0,5,5,5,1,5,1,3,3,0,14,13
49945,Female,disloyal Customer,33,Business travel,Eco,86,1,1,3,5,1,5,5,5,3,2,4,2,3,0,11,17
49952,Male,Loyal Customer,53,Business travel,Eco,86,2,3,1,2,2,2,2,2,4,4,4,1,4,1,48,42
49955,Female,Loyal Customer,35,Business travel,Eco,77,1,5,5,1,1,1,1,1,3,5,3,1,3,5,10,0
49965,Male,Loyal Customer,38,Business travel,Business,89,4,1,1,3,3,4,3,1,1,2,4,4,1,1,0,13
49972,Male,Loyal Customer,53,Business travel,Eco,86,2,4,4,1,2,1,1,1,1,1,4,2,3,4,0,0
49977,Male,disloyal Customer,38,Business travel,Eco,78,2,2,4,2,2,2,4,2,4,5,1,5,5,5,0,0
49989,Male,Loyal Customer,47,Business travel,Eco,77,2,2,2,3,2,3,3,3,3,2,3,4,4,2,0,0
49993,Female,Loyal Customer,39,Business travel,Eco,89,2,5,2,2,2,2,2,2,1,2,1,4,2,2,67,68
50001,Female,Loyal Customer,45,Business travel,Business,56,1,2,2,5,3,4,4,4,4,4,1,4,4,2,0,0
50004,Male,Loyal Customer,35,Business travel,Business,86,3,2,2,2,3,3,3,1,1,1,3,2,1,2,0,0
50006,Female,Loyal Customer,59,Business travel,Eco,86,3,4,4,3,2,4,3,3,3,3,3,1,3,4,30,36
50010,Male,Loyal Customer,31,Business travel,Eco,86,4,4,4,4,4,4,4,4,3,3,1,2,5,4,0,0
50026,Female,disloyal Customer,38,Business travel,Eco,89,4,4,4,3,4,3,3,3,1,1,3,4,4,4,0,0
50032,Female,Loyal Customer,30,Business travel,Eco,78,1,5,5,1,1,1,1,1,3,2,4,4,3,5,0,0
50036,Male,Loyal Customer,52,Business travel,Eco,77,3,1,1,2,3,2,2,2,3,4,4,2,4,1,1,0
50040,Male,disloyal Customer,55,Business travel,Eco,86,2,2,4,1,2,1,1,1,4,2,4,3,3,3,1,0
50043,Male,Loyal Customer,46,Business travel,Eco,89,5,1,1,5,5,5,5,5,1,1,2,3,5,1,0,0
50045,Male,Loyal Customer,33,Business travel,Business,89,2,3,3,2,2,2,2,2,4,5,4,4,3,3,0,0
50062,Female,Loyal Customer,43,Business travel,Eco,86,5,2,2,2,3,5,5,5,5,5,5,4,5,2,0,0
50096,Male,Loyal Customer,42,Business travel,Business,86,2,4,4,3,2,4,3,3,3,3,2,2,3,4,63,34
50104,Male,Loyal Customer,36,Business travel,Business,77,4,4,4,3,5,4,4,4,4,5,3,1,4,4,0,0
50110,Male,disloyal Customer,25,Business travel,Eco,86,1,1,4,1,5,5,5,3,2,3,3,5,4,1,445,459
50111,Male,Loyal Customer,59,Business travel,Eco,86,2,3,1,2,2,2,2,2,3,2,3,4,3,1,0,0
50131,Female,Loyal Customer,39,Business travel,Business,86,1,4,4,5,4,2,3,2,2,3,1,3,2,4,22,0
50140,Male,disloyal Customer,27,Business travel,Eco,77,1,1,4,2,1,2,2,2,3,1,4,4,3,3,33,33
50141,Male,Loyal Customer,41,Business travel,Business,78,2,3,3,1,4,4,3,3,3,3,2,1,3,3,0,0
50146,Female,disloyal Customer,26,Business travel,Eco,89,2,2,4,5,2,5,5,5,1,3,3,1,4,3,0,0
50158,Female,Loyal Customer,33,Business travel,Business,78,5,4,5,1,3,5,4,5,5,5,5,2,5,5,0,0
50164,Male,disloyal Customer,37,Business travel,Eco,89,2,2,1,3,2,3,1,3,5,1,4,2,2,0,0,0
50166,Male,disloyal Customer,33,Business travel,Eco,86,3,2,3,3,2,3,3,3,4,2,4,4,3,4,36,36
50171,Female,Loyal Customer,49,Business travel,Business,89,2,4,3,2,3,2,4,3,3,3,2,3,3,3,30,37
50178,Female,disloyal Customer,47,Business travel,Eco,86,4,5,4,1,5,1,1,1,3,5,1,5,4,3,0,0
50179,Female,Loyal Customer,39,Business travel,Eco,89,5,4,4,5,5,5,5,5,4,4,5,3,4,4,,0
50182,Male,Loyal Customer,60,Business travel,Eco,89,4,5,5,4,4,4,4,4,3,4,4,1,4,5,10,4
50185,Male,Loyal Customer,53,Business travel,Business,86,4,5,5,2,3,2,3,1,1,1,4,1,1,5,0,0
50193,Female,disloyal Customer,40,Business travel,Business,86,1,1,4,1,1,1,2,1,5,5,2,3,2,1,0,0
50197,Male,disloyal Customer,47,Business travel,Eco,77,4,4,3,1,4,1,1,1,3,2,3,3,3,1,0,0
50201,Female,disloyal Customer,29,Business travel,Eco,89,2,2,3,4,2,4,4,4,1,4,3,2,2,5,0,1
50202,Female,Loyal Customer,33,Business travel,Business,56,4,4,5,1,1,2,2,4,4,4,4,2,4,5,0,0
50203,Female,Loyal Customer,57,Business travel,Eco,89,2,4,4,4,3,1,3,2,2,2,2,4,2,4,0,0
50207,Male,Loyal Customer,28,Business travel,Eco,86,1,3,3,1,1,1,1,1,2,5,4,2,4,3,0,0
50209,Male,Loyal Customer,78,Business travel,Eco,77,4,5,5,5,4,5,5,5,1,3,2,3,2,5,0,0
50211,Female,Loyal Customer,59,Business travel,Eco,77,2,5,5,3,3,3,3,2,2,2,2,4,2,5,0,0
50215,Female,Loyal Customer,33,Business travel,Eco,77,1,5,5,1,1,1,1,1,3,3,4,2,3,5,20,25
50217,Male,disloyal Customer,21,Business travel,Eco,89,2,2,3,1,2,1,1,1,3,4,3,3,4,2,2,0
50218,Female,Loyal Customer,55,Business travel,Eco,86,3,1,1,3,2,4,3,3,3,3,3,2,3,1,0,0
50219,Male,Loyal Customer,53,Business travel,Eco,78,3,2,2,3,3,3,3,3,2,3,4,4,4,2,0,0
50220,Female,Loyal Customer,70,Business travel,Eco,86,1,1,1,4,3,1,2,1,1,1,1,1,1,1,0,0
50224,Female,Loyal Customer,50,Business travel,Eco,86,2,2,2,3,1,1,1,2,2,2,2,1,2,2,0,0
50228,Male,Loyal Customer,39,Business travel,Business,89,2,5,2,4,2,1,4,4,4,4,5,2,4,2,0,0
50232,Female,Loyal Customer,45,Business travel,Eco,89,4,5,1,2,4,2,4,4,4,4,4,2,4,1,0,0
50241,Male,Loyal Customer,39,Business travel,Business,86,4,1,1,2,4,3,3,1,1,2,4,2,1,1,12,20
50244,Female,disloyal Customer,38,Business travel,Eco,77,3,3,4,2,3,2,2,2,3,3,3,1,3,4,0,0
50247,Female,disloyal Customer,22,Business travel,Eco,86,4,4,2,3,4,3,3,3,1,1,1,3,1,0,0,0
50249,Female,Loyal Customer,55,Business travel,Eco,89,2,1,1,4,2,1,3,2,2,2,2,2,2,1,0,0
50251,Male,disloyal Customer,30,Business travel,Eco,89,3,3,3,2,3,2,2,2,1,3,3,1,4,4,0,0
50260,Female,disloyal Customer,20,Business travel,Eco,89,2,2,4,4,2,4,4,4,4,4,4,4,4,4,13,0
50267,Female,disloyal Customer,35,Business travel,Eco,86,1,0,2,3,0,3,3,3,3,2,4,2,4,0,0,0
50291,Male,Loyal Customer,51,Business travel,Business,86,3,4,3,2,3,4,2,1,1,1,3,3,1,3,16,21
50302,Female,Loyal Customer,64,Business travel,Business,89,1,5,5,2,3,1,2,3,3,3,1,4,3,5,0,0
50303,Male,Loyal Customer,59,Business travel,Business,89,2,3,3,4,4,4,4,4,4,4,2,4,4,3,0,0
50305,Male,disloyal Customer,33,Business travel,Eco,89,2,2,3,5,2,5,5,5,2,4,4,1,3,1,11,0
50310,Female,Loyal Customer,54,Business travel,Eco,86,3,4,4,5,4,3,4,3,3,3,3,4,3,4,0,0
50312,Male,Loyal Customer,54,Business travel,Eco,86,3,5,1,3,3,3,3,3,1,3,4,3,3,1,118,94
50316,Male,Loyal Customer,46,Business travel,Business,86,1,1,1,5,5,2,5,5,1,3,1,5,2,1,0,0
50319,Male,Loyal Customer,41,Business travel,Eco,77,5,1,1,5,5,5,5,5,2,2,2,1,2,1,0,0
50321,Male,Loyal Customer,50,Business travel,Business,77,3,5,3,1,4,2,4,4,4,4,3,2,4,3,9,15
50349,Female,Loyal Customer,32,Business travel,Eco,56,5,3,3,5,5,5,5,5,3,2,1,1,4,3,17,26
50355,Female,disloyal Customer,24,Business travel,Eco,86,5,5,4,3,5,3,4,3,4,2,5,3,3,0,0,0
50358,Male,unknown,33,Business travel,Eco,86,4,4,4,4,4,4,4,4,5,3,5,5,5,4,0,0
50362,Male,Loyal Customer,54,Business travel,Eco,77,2,4,4,3,2,3,3,3,2,5,4,4,4,1,6,4
50376,Female,Loyal Customer,64,Business travel,Business,86,1,2,2,1,1,3,2,2,2,2,1,2,2,2,1,0
50404,Female,disloyal Customer,42,Business travel,Eco,86,3,3,4,1,3,1,1,1,2,1,,3,4,1,0,0
50405,Female,disloyal Customer,45,Business travel,Eco,89,1,0,2,2,0,2,3,2,5,5,5,3,2,0,31,0
50415,Female,Loyal Customer,49,Business travel,Eco,77,4,2,2,2,4,4,3,4,4,4,4,3,4,2,0,0
50418,Female,disloyal Customer,40,Business travel,Business,78,2,2,3,1,2,1,1,1,3,3,3,1,4,2,0,0
50420,Female,Loyal Customer,55,Business travel,Business,77,2,2,2,4,3,5,5,5,5,5,5,2,5,2,0,0
50426,Female,Loyal Customer,51,Business travel,Eco,89,5,1,3,5,4,3,1,5,5,5,5,4,5,3,0,0
50429,Female,Loyal Customer,42,Business travel,Business,86,0,0,3,3,2,5,5,2,2,2,2,3,2,5,0,0
50440,Male,unknown,36,Business travel,Business,89,4,4,4,3,5,2,4,5,5,5,3,5,5,4,4,0
50443,Male,unknown,23,Business travel,Eco,89,4,4,1,4,4,4,4,4,1,3,4,1,5,0,4,13
50474,Female,disloyal Customer,30,Business travel,Eco,89,3,3,4,2,3,2,5,2,3,1,4,1,4,3,0,0
50480,Male,Loyal Customer,85,Business travel,Eco,86,2,5,5,2,2,2,2,4,1,3,3,2,2,5,73,65
50495,Male,unknown,40,Personal Travel,Eco,78,5,0,4,1,0,1,1,1,3,1,3,3,4,4,0,0
50497,Female,Loyal Customer,42,Personal Travel,Eco,77,5,5,4,5,4,4,5,1,1,5,1,5,1,4,0,0
50499,Male,Loyal Customer,65,Personal Travel,Eco,86,4,4,5,4,4,4,4,4,2,1,4,4,5,5,0,0
50511,Female,Loyal Customer,43,Personal Travel,Eco,89,3,3,1,2,4,3,4,5,5,3,5,4,5,4,10,0
50519,Female,Loyal Customer,34,Personal Travel,Eco,78,2,2,2,4,2,4,4,4,4,4,5,4,4,5,125,127
50520,Female,Loyal Customer,7,Personal Travel,Eco,77,4,4,1,2,4,2,2,2,5,2,4,3,4,5,0,0
50529,Male,Loyal Customer,40,Personal Travel,Eco,86,2,0,3,3,0,3,3,3,4,2,4,3,5,4,0,0
50532,Female,Loyal Customer,46,Personal Travel,Eco,86,3,3,4,2,1,4,5,5,5,3,5,1,5,5,45,55
50535,Male,Loyal Customer,7,Personal Travel,Eco,86,2,2,3,3,2,3,3,3,4,4,1,1,4,5,0,0
50546,Female,Loyal Customer,62,Personal Travel,Eco,86,1,1,5,1,1,1,1,4,4,1,4,3,4,5,0,0
50547,Female,Loyal Customer,70,Personal Travel,Eco,86,2,0,4,2,2,5,5,3,3,0,3,5,3,5,40,41
50550,Female,unknown,52,Personal Travel,Eco,86,4,0,3,2,2,1,2,3,3,0,3,1,3,5,0,0
50559,Female,Loyal Customer,40,Personal Travel,Eco,89,4,4,4,2,4,2,2,2,3,2,5,3,4,4,0,0
50560,Male,Loyal Customer,46,Personal Travel,Eco,89,1,1,2,5,1,5,1,5,3,3,4,3,4,5,30,31
50562,Male,Loyal Customer,56,Personal Travel,Eco,86,2,0,1,4,0,4,4,4,4,5,1,4,5,4,0,0
50568,Male,Loyal Customer,38,Personal Travel,Eco,86,2,2,4,4,2,4,1,4,5,3,4,5,4,4,0,0
50570,Female,Loyal Customer,49,Personal Travel,Eco,89,4,4,4,1,4,3,4,3,3,4,3,1,3,3,13,22
50573,Female,Loyal Customer,44,Personal Travel,Eco,77,3,3,2,4,4,5,5,5,5,3,5,3,5,4,30,38
50584,Female,Loyal Customer,22,Personal Travel,Eco,86,1,1,1,4,1,4,5,4,3,5,5,4,4,4,4,1
50586,Male,Loyal Customer,64,Personal Travel,Eco,86,3,3,1,2,3,2,2,2,3,4,4,5,4,4,0,0
50600,Male,Loyal Customer,44,Personal Travel,Eco,86,2,2,3,2,2,2,2,2,3,3,4,5,4,4,0,0
50602,Male,Loyal Customer,54,Personal Travel,Eco,78,1,0,5,5,0,5,5,5,3,5,5,3,5,4,0,0
50609,Female,Loyal Customer,48,Personal Travel,Eco,89,3,3,4,2,5,5,4,3,3,3,3,3,3,5,0,0
50613,Male,unknown,53,Personal Travel,Eco,89,0,0,3,5,0,5,5,5,5,2,3,5,4,5,6,0
50623,Male,Loyal Customer,58,Personal Travel,Eco,89,2,0,3,5,0,5,5,5,3,1,4,4,4,5,0,0
50624,Female,Loyal Customer,7,Personal Travel,Eco,86,1,1,4,3,1,3,4,3,2,2,4,4,4,2,89,94
50625,Female,Loyal Customer,49,Personal Travel,Eco,86,2,2,3,5,3,4,4,2,2,2,2,3,2,2,0,0
50628,Female,Loyal Customer,26,Personal Travel,Eco,89,3,3,5,2,3,2,3,2,4,2,5,5,4,4,0,0
50630,Female,Loyal Customer,43,Personal Travel,Eco,86,1,1,2,2,5,4,5,4,4,1,4,4,4,4,0,0
50636,Female,Loyal Customer,50,Personal Travel,Eco,77,3,3,3,3,4,5,4,4,4,3,2,5,4,5,0,0
50653,Male,Loyal Customer,26,Personal Travel,Eco,86,2,2,3,2,2,2,2,2,3,5,4,5,5,4,9,0
50661,Male,Loyal Customer,28,Personal Travel,Eco,89,2,2,3,3,2,3,3,3,4,4,5,3,5,5,0,0
50664,Female,Loyal Customer,48,Personal Travel,Eco,89,3,3,3,3,3,2,3,5,5,3,5,1,5,2,104,103
50669,Male,Loyal Customer,46,Personal Travel,Eco,89,3,3,2,2,3,2,3,2,5,5,5,4,5,4,0,0
50670,Female,Loyal Customer,27,Personal Travel,Eco,86,3,3,1,5,3,5,5,5,3,3,5,5,4,5,42,48
50675,Female,Loyal Customer,27,Personal Travel,Eco,86,3,0,4,4,0,4,4,4,4,1,3,3,4,3,0,0
50677,Female,Loyal Customer,44,Personal Travel,Eco,78,3,3,3,4,5,5,5,3,3,3,3,4,3,4,11,18
50679,Male,Loyal Customer,67,Personal Travel,Eco,77,3,0,2,4,0,4,4,4,5,2,4,4,5,5,102,106
50686,Female,Loyal Customer,43,Personal Travel,Eco,89,2,2,1,4,4,4,5,2,2,2,2,3,2,4,0,0
50687,Male,Loyal Customer,11,Personal Travel,Eco,56,3,3,4,2,3,2,2,2,2,3,3,3,3,2,76,73
50692,Male,Loyal Customer,50,Personal Travel,Eco,78,3,3,3,5,3,5,4,5,3,1,3,3,4,5,0,0
50695,Male,Loyal Customer,64,Personal Travel,Eco,89,2,0,2,4,0,4,2,4,5,3,5,3,2,4,59,59
50696,Female,Loyal Customer,41,Personal Travel,Eco,86,2,2,2,2,2,2,2,2,3,5,1,5,5,3,0,0
50700,Male,Loyal Customer,14,Personal Travel,Eco,86,2,0,1,4,0,4,4,4,3,5,4,4,4,5,45,45
50710,Male,Loyal Customer,9,Personal Travel,Eco,89,2,2,1,5,2,5,5,5,4,3,4,5,4,4,9,0
50716,Male,Loyal Customer,9,Personal Travel,Eco,89,2,2,3,4,2,4,4,4,4,3,5,4,5,5,7,0
50717,Male,Loyal Customer,26,Personal Travel,Eco,89,3,0,2,5,0,5,3,5,2,5,2,2,1,3,8,6
50738,Female,Loyal Customer,7,Personal Travel,Eco,89,1,1,4,4,1,4,4,4,4,2,5,4,5,5,0,0
50739,Female,Loyal Customer,47,Personal Travel,Eco,86,1,1,4,2,3,5,3,4,4,1,4,1,4,5,112,112
50740,Female,Loyal Customer,36,Personal Travel,Eco,89,1,1,3,3,1,3,3,3,3,2,4,5,5,4,0,0
50753,Female,Loyal Customer,61,Personal Travel,Eco,78,2,2,4,2,4,5,5,1,1,2,1,4,1,4,0,0
50756,Female,Loyal Customer,52,Personal Travel,Eco,77,4,0,4,4,5,4,5,4,4,0,4,4,4,5,5,8
50758,Female,Loyal Customer,63,Personal Travel,Eco,78,2,0,2,4,5,4,5,5,5,0,4,5,5,5,0,0
50760,Female,Loyal Customer,36,Personal Travel,Eco,77,2,0,3,4,0,4,4,4,3,4,5,4,4,4,86,101
50767,Female,Loyal Customer,56,Personal Travel,Eco,77,2,2,2,5,5,5,4,2,2,2,2,4,2,5,0,0
50768,Female,Loyal Customer,14,Personal Travel,Eco,77,3,0,4,5,0,5,5,5,5,3,4,4,5,4,0,0
50769,Male,Loyal Customer,13,Personal Travel,Eco,86,2,2,3,2,2,2,2,2,3,5,3,2,4,1,11,8
50787,Male,Loyal Customer,28,Personal Travel,Eco,86,3,3,5,5,3,5,5,5,2,1,2,1,1,4,0,0
50790,Male,Loyal Customer,34,Personal Travel,Eco,86,1,1,3,4,1,4,4,4,3,4,4,5,4,4,0,0
50791,Male,Loyal Customer,48,Personal Travel,Eco,86,1,1,3,4,1,4,4,4,3,2,3,2,4,3,4,0
50792,Female,Loyal Customer,63,Personal Travel,Eco,86,2,0,2,2,5,5,4,5,5,0,3,4,5,4,0,0
50796,Female,Loyal Customer,35,Personal Travel,Eco,77,2,0,3,1,0,1,1,1,5,2,4,5,4,5,0,0
50800,Male,Loyal Customer,23,Personal Travel,Eco,86,2,2,2,2,2,2,5,2,5,4,5,5,5,4,0,0
50802,Male,Loyal Customer,14,Personal Travel,Eco,86,2,2,3,1,2,1,1,1,5,4,5,5,4,4,12,0
50805,Male,Loyal Customer,9,Personal Travel,Eco,89,4,4,4,1,4,1,1,1,5,2,5,4,4,4,0,0
50809,Male,Loyal Customer,10,Personal Travel,Eco,77,2,2,1,5,2,5,5,5,5,5,4,3,4,4,0,0
50813,Male,Loyal Customer,8,Personal Travel,Eco,86,1,0,2,5,0,5,5,5,3,2,4,5,4,5,0,0
50819,Male,Loyal Customer,15,Personal Travel,Eco,86,4,4,1,3,4,3,3,3,3,3,4,3,5,4,0,0
50822,Female,Loyal Customer,12,Personal Travel,Eco,89,4,4,3,4,4,4,4,4,3,3,3,2,4,4,0,0
50825,Female,Loyal Customer,70,Personal Travel,Eco,86,2,2,2,2,5,3,5,3,3,2,3,3,3,4,0,0
50827,Male,Loyal Customer,66,Personal Travel,Eco,86,3,3,4,3,3,3,3,3,1,2,4,3,4,2,4,6
50839,Male,Loyal Customer,9,Personal Travel,Eco,86,4,4,4,1,4,1,1,1,1,1,3,1,3,4,52,47
50844,Female,Loyal Customer,51,Personal Travel,Eco,86,2,2,4,2,4,2,3,2,2,2,2,4,2,1,0,0
50846,Male,Loyal Customer,18,Personal Travel,Eco,78,3,3,3,5,3,5,5,5,3,4,4,5,4,5,11,12
50850,Female,Loyal Customer,38,Personal Travel,Eco,86,1,1,3,3,1,3,3,3,1,2,2,3,2,5,0,6
50859,Female,Loyal Customer,11,Personal Travel,Eco,86,3,3,1,3,3,3,3,3,3,5,4,1,1,4,0,0
50862,Female,Loyal Customer,62,Personal Travel,Eco,89,2,2,5,4,5,4,5,1,1,2,1,5,1,5,52,61
50868,Male,Loyal Customer,34,Personal Travel,Eco,86,3,0,3,4,0,4,2,4,3,4,1,2,3,5,0,0
50871,Male,Loyal Customer,66,Personal Travel,Eco,77,3,0,2,2,0,2,2,2,3,4,4,3,5,4,0,0
50878,Male,Loyal Customer,22,Personal Travel,Eco,89,2,2,1,4,2,4,4,4,3,5,4,5,5,4,38,30
50881,Female,Loyal Customer,64,Personal Travel,Eco,89,2,0,3,5,5,5,5,5,5,0,5,4,5,4,0,0
50885,Female,Loyal Customer,20,Personal Travel,Eco,89,2,2,4,2,2,2,2,2,4,1,4,3,4,3,3,0
50887,Male,Loyal Customer,68,Personal Travel,Eco,77,4,4,2,1,4,1,1,1,5,3,4,4,4,4,0,0
50892,Female,Loyal Customer,57,Personal Travel,Eco,86,2,2,3,3,4,5,4,3,3,2,2,4,3,4,0,0
50902,Female,Loyal Customer,10,Personal Travel,Eco,86,4,4,3,4,4,4,4,4,2,1,4,1,3,2,0,0
50903,Male,Loyal Customer,67,Personal Travel,Eco,89,3,3,3,3,3,3,3,3,4,1,3,2,4,1,0,0
50919,Female,Loyal Customer,31,Personal Travel,Eco,89,1,1,3,3,1,3,3,3,4,3,3,5,4,4,2,0
50925,Male,Loyal Customer,53,Personal Travel,Eco,77,2,2,3,1,2,1,1,1,5,4,4,4,4,5,31,28
50928,Female,Loyal Customer,64,Personal Travel,Eco,86,3,3,4,3,3,2,4,4,4,3,4,4,4,4,0,0
50929,Female,Loyal Customer,60,Personal Travel,Eco,77,3,3,1,5,4,5,5,4,4,3,4,5,4,5,0,0
50932,Male,Loyal Customer,37,Personal Travel,Eco,86,1,1,2,1,1,1,1,1,3,4,4,4,5,5,0,0
50934,Male,Loyal Customer,22,Personal Travel,Eco,78,3,3,3,3,3,3,3,3,2,5,3,3,3,2,0,0
50935,Male,Loyal Customer,55,Personal Travel,Eco,89,1,1,3,5,1,5,5,5,5,3,4,3,5,3,0,0
50944,Female,Loyal Customer,34,Personal Travel,Eco,86,2,0,3,2,0,2,3,2,1,3,3,5,1,5,0,0
50951,Male,Loyal Customer,14,Personal Travel,Eco,77,3,3,3,1,3,1,1,1,4,2,5,4,5,4,0,0
50954,Female,Loyal Customer,44,Personal Travel,Eco,89,1,1,4,5,5,5,4,2,2,1,2,5,2,4,6,14
50958,Female,Loyal Customer,67,Personal Travel,Eco,89,4,4,4,3,3,2,4,2,2,4,2,4,2,3,0,0
50968,Male,Loyal Customer,34,Personal Travel,Eco,78,1,1,4,2,1,2,2,2,3,4,4,3,4,5,3,0
50982,Female,Loyal Customer,33,Personal Travel,Eco,77,3,3,3,3,3,3,3,3,5,2,5,4,4,4,0,0
50987,Male,Loyal Customer,29,Personal Travel,Eco,86,3,3,1,3,3,3,3,3,5,1,5,1,3,4,0,0
50993,Male,Loyal Customer,16,Personal Travel,Eco,89,2,2,5,5,2,5,5,5,5,2,4,4,5,5,0,0
50999,Male,Loyal Customer,52,Personal Travel,Eco,78,1,1,5,3,1,3,3,3,3,2,4,3,4,4,0,0
51003,Male,Loyal Customer,53,Personal Travel,Eco,86,4,4,4,3,4,3,1,3,1,5,3,4,4,2,0,0
51012,Female,Loyal Customer,13,Personal Travel,Eco,89,2,2,3,4,2,4,4,4,4,4,4,4,4,4,0,0
51015,Female,Loyal Customer,58,Personal Travel,Eco,86,2,2,1,5,4,5,4,3,3,2,4,3,3,4,4,0
51021,Female,Loyal Customer,7,Personal Travel,Eco,77,1,1,2,4,1,4,4,4,4,3,4,5,4,3,0,0
51026,Male,Loyal Customer,59,Personal Travel,Eco,89,1,1,3,3,1,3,3,3,4,4,4,4,5,4,0,0
51029,Male,Loyal Customer,56,Personal Travel,Eco,78,3,3,2,3,3,3,3,3,4,5,5,3,5,4,0,0
51031,Male,Loyal Customer,20,Personal Travel,Eco,78,3,3,3,1,3,1,1,1,4,5,5,5,4,5,0,0
51036,Female,Loyal Customer,32,Personal Travel,Eco,86,4,4,4,5,4,5,5,5,1,1,1,4,3,4,5,9
51038,Male,unknown,10,Personal Travel,Eco,86,4,0,4,5,0,5,5,5,1,2,1,2,2,4,2,0
51046,Female,Loyal Customer,15,Personal Travel,Eco,78,3,3,3,4,3,4,4,4,1,4,4,2,3,1,0,0
51051,Male,Loyal Customer,16,Personal Travel,Eco,78,2,0,2,4,0,4,4,4,3,5,4,5,4,5,0,0
51064,Female,Loyal Customer,64,Personal Travel,Eco,89,2,2,2,3,4,5,4,2,2,2,1,5,2,4,0,0
51072,Female,unknown,39,Personal Travel,Eco,86,0,0,1,2,0,2,2,2,3,3,5,4,4,5,0,0
51075,Female,Loyal Customer,42,Personal Travel,Eco,86,2,2,5,5,1,4,1,5,5,2,1,1,5,5,3,6
51077,Female,Loyal Customer,43,Personal Travel,Eco,86,2,2,5,4,5,3,4,1,1,2,3,5,1,4,0,0
51078,Male,Loyal Customer,20,Personal Travel,Eco,86,1,1,5,4,1,4,5,4,5,3,4,5,4,4,0,0
51080,Female,Loyal Customer,35,Personal Travel,Eco,89,4,0,1,3,0,3,3,3,3,2,5,4,5,4,0,0
51088,Male,Loyal Customer,57,Personal Travel,Eco,77,2,2,3,5,2,5,5,5,3,2,5,4,4,5,0,0
51093,Male,Loyal Customer,12,Personal Travel,Eco,86,2,2,4,2,2,2,2,2,3,1,3,4,4,2,0,0
51103,Male,Loyal Customer,53,Personal Travel,Eco,86,2,2,3,3,2,3,3,3,4,4,5,3,5,4,0,0
51105,Female,Loyal Customer,30,Personal Travel,Eco,86,3,3,3,1,3,1,1,1,3,4,4,4,4,4,3,10
51108,Male,Loyal Customer,26,Personal Travel,Eco,86,4,4,3,1,4,1,1,1,3,3,4,4,5,5,24,25
51109,Male,Loyal Customer,9,Personal Travel,Eco,89,2,2,3,4,2,4,4,4,3,5,4,4,4,5,0,0
51128,Female,Loyal Customer,39,Personal Travel,Eco,78,3,3,4,4,3,4,4,4,4,4,4,4,3,1,2,5
51131,Female,unknown,26,Personal Travel,Eco,78,3,3,4,2,3,2,2,2,1,2,4,1,2,5,0,0
51142,Male,Loyal Customer,8,Personal Travel,Eco,86,1,1,5,2,1,2,2,2,4,5,4,3,4,4,0,0
51143,Male,unknown,37,Personal Travel,Eco,86,4,4,3,3,4,3,3,3,4,5,5,4,5,4,2,9
